scenario,n_old,seed,repeat,features,shrink,touch,q_touch,edges_updated,edges_total,delta_error,weight_error,symmetry_error,batch_delta_error,batch_weight_error,correctness_pass,inc_delta_ms,inc_bookkeeping_ms,inc_w_ms,inc_total_ms,batch_bookkeeping_ms,batch_delta_ms,batch_w_ms,batch_total_ms,input_payload_bytes
star_hub,1024,0,3,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.049375,0.0735,2.580625,2.7035,0.0975,3.019584,0.533333,3.650417,161786
star_hub,1024,0,4,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.055875,0.107125,2.5715,2.7345,0.077709,2.983416,0.631959,3.693084,161786
ring_control,1024,1,0,16,0,2,4,3,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.049,0.072291,0.02625,0.147541,0.091208,2.582625,0.511583,3.185416,161796
ring_control,1024,1,1,16,0,2,4,3,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.053042,0.096917,0.02375,0.173709,0.071708,3.018167,0.545958,3.635833,161796
ring_control,1024,1,2,16,0,2,4,3,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.04525,0.068958,0.022917,0.137125,0.103958,2.645042,0.511625,3.260625,161796
ring_control,1024,1,3,16,0,2,4,3,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.052,0.084042,0.020875,0.156917,0.081708,2.85825,0.627792,3.56775,161796
ring_control,1024,1,4,16,0,2,4,3,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.056417,0.092083,0.032833,0.181333,0.161792,3.257167,0.5955,4.014459,161796
ring_enemy,1024,1,0,16,512,513,1026,514,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.6653345369377348e-16,True,0.074375,0.089083,3.161459,3.324917,0.1015,2.848,0.68325,3.63275,161796
ring_enemy,1024,1,1,16,512,513,1026,514,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.6653345369377348e-16,True,0.064583,0.081458,3.176125,3.322166,0.076959,3.098708,0.582542,3.758209,161796
ring_enemy,1024,1,2,16,512,513,1026,514,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.6653345369377348e-16,True,0.054333,0.072334,3.303958,3.430625,0.122958,2.736875,0.493375,3.353208,161796
ring_enemy,1024,1,3,16,512,513,1026,514,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.6653345369377348e-16,True,0.056459,0.098833,3.059458,3.21475,0.169125,2.681875,0.5345,3.3855,161796
ring_enemy,1024,1,4,16,512,513,1026,514,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.6653345369377348e-16,True,0.096709,0.130833,3.223042,3.450584,0.1155,3.132959,0.654041,3.9025,161796
star_leaf,1024,1,0,16,0,2,3,2,1024,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.063042,0.084208,0.025042,0.172292,0.1185,2.81275,0.622833,3.554083,161786
star_leaf,1024,1,1,16,0,2,3,2,1024,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.056458,0.098917,0.024167,0.179542,0.071917,3.154125,0.542583,3.768625,161786
star_leaf,1024,1,2,16,0,2,3,2,1024,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.049125,0.073458,0.021833,0.144416,0.12,2.664709,0.515041,3.29975,161786
star_leaf,1024,1,3,16,0,2,3,2,1024,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.04525,0.083125,0.018167,0.146542,0.070125,2.754209,0.49725,3.321584,161786
star_leaf,1024,1,4,16,0,2,3,2,1024,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.049166,0.075667,0.021625,0.146458,0.145958,2.85925,0.516792,3.522,161786
star_hub,1024,1,0,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.049875,0.076959,2.735833,2.862667,0.087667,2.792291,0.589417,3.469375,161786
star_hub,1024,1,1,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.053917,0.088875,2.705833,2.848625,0.0745,2.798958,0.578667,3.452125,161786
star_hub,1024,1,2,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.049334,0.072958,2.623833,2.746125,0.138833,3.055875,0.495708,3.690416,161786
star_hub,1024,1,3,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.042917,0.077417,3.074125,3.194459,0.096708,2.721625,0.519333,3.337666,161786
star_hub,1024,1,4,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.049417,0.075417,2.763416,2.88825,0.097,3.023417,0.551083,3.6715,161786
ring_control,1024,2,0,16,0,2,4,3,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.056625,0.077583,0.024083,0.158291,0.067042,2.795708,0.517458,3.380208,161796
ring_control,1024,2,1,16,0,2,4,3,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.046083,0.07175,0.023833,0.141666,0.14275,2.655542,0.500833,3.299125,161796
ring_control,1024,2,2,16,0,2,4,3,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.044958,0.076625,0.02075,0.142333,0.068583,2.934292,0.641917,3.644792,161796
ring_control,1024,2,3,16,0,2,4,3,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.049375,0.079166,0.031709,0.16025,0.151834,2.723125,0.571125,3.446084,161796
ring_control,1024,2,4,16,0,2,4,3,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.047916,0.085875,0.023542,0.157333,0.070625,2.769667,0.496083,3.336375,161796
ring_enemy,1024,2,0,16,512,513,1026,514,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.6653345369377348e-16,True,0.05825,0.077709,3.17575,3.311709,0.074834,2.805291,0.619667,3.499792,161796
ring_enemy,1024,2,1,16,512,513,1026,514,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.6653345369377348e-16,True,0.061917,0.074958,3.016084,3.152959,0.137792,2.951875,0.544208,3.633875,161796
ring_enemy,1024,2,2,16,512,513,1026,514,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.6653345369377348e-16,True,0.057292,0.085625,3.436208,3.579125,0.097875,2.808417,0.549,3.455292,161796
ring_enemy,1024,2,3,16,512,513,1026,514,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.6653345369377348e-16,True,0.060791,0.088667,3.403167,3.552625,0.106834,2.720541,0.5205,3.347875,161796
ring_enemy,1024,2,4,16,512,513,1026,514,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.6653345369377348e-16,True,0.059125,0.086583,3.241542,3.38725,0.108,2.811375,0.649833,3.569208,161796
star_leaf,1024,2,0,16,0,2,3,2,1024,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.044,0.07325,0.019834,0.137084,0.068958,2.748583,0.507334,3.324875,161786
star_leaf,1024,2,1,16,0,2,3,2,1024,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.044625,0.068,0.019875,0.1325,0.1135,2.626,0.474375,3.213875,161786
star_leaf,1024,2,2,16,0,2,3,2,1024,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.048084,0.08575,0.019625,0.153459,0.071125,2.840959,0.558125,3.470209,161786
star_leaf,1024,2,3,16,0,2,3,2,1024,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.049167,0.076542,0.022333,0.148042,0.111792,2.798333,0.512292,3.422417,161786
star_leaf,1024,2,4,16,0,2,3,2,1024,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.046625,0.083834,0.019166,0.149625,0.070833,2.729834,0.553416,3.354083,161786
star_hub,1024,2,0,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.055917,0.086416,2.798042,2.940375,0.078709,2.771541,0.467917,3.318167,161786
star_hub,1024,2,1,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.047792,0.074208,2.668417,2.790417,0.094791,2.907375,0.585084,3.58725,161786
star_hub,1024,2,2,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.057292,0.100958,2.637833,2.796083,0.08075,3.057042,0.73125,3.869042,161786
star_hub,1024,2,3,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.0475,0.074916,2.707667,2.830083,0.12125,2.741084,0.506583,3.368917,161786
star_hub,1024,2,4,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.072042,0.089708,2.768958,2.930708,0.080458,2.667292,0.472875,3.220625,161786
ring_control,1024,3,0,16,0,2,4,3,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.062083,0.079084,0.025291,0.166458,0.109584,2.872041,0.640625,3.62225,161796
ring_control,1024,3,1,16,0,2,4,3,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.076584,0.110625,0.022083,0.209292,0.070958,2.720625,0.496167,3.28775,161796
ring_control,1024,3,2,16,0,2,4,3,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.049375,0.074292,0.024916,0.148583,0.111541,2.703834,0.521416,3.336791,161796
ring_control,1024,3,3,16,0,2,4,3,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.050833,0.079375,0.021417,0.151625,0.068375,2.864208,0.548458,3.481041,161796
ring_control,1024,3,4,16,0,2,4,3,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.047542,0.072792,0.024416,0.14475,0.114417,2.832416,0.489459,3.436292,161796
ring_enemy,1024,3,0,16,512,513,1026,514,1025,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.057,0.074666,3.137625,3.269291,0.081083,2.87,0.574833,3.525916,161796
ring_enemy,1024,3,1,16,512,513,1026,514,1025,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.057959,0.085625,3.095125,3.238709,0.074292,2.776708,0.49925,3.35025,161796
ring_enemy,1024,3,2,16,512,513,1026,514,1025,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.055583,0.072333,3.228459,3.356375,0.095084,2.746125,0.519166,3.360375,161796
ring_enemy,1024,3,3,16,512,513,1026,514,1025,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.056459,0.087291,3.206875,3.350625,0.077167,2.857125,0.600458,3.53475,161796
ring_enemy,1024,3,4,16,512,513,1026,514,1025,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.066667,0.104458,3.027875,3.199,0.094375,2.966458,0.612209,3.673042,161796
star_leaf,1024,3,0,16,0,2,3,2,1024,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.045083,0.069542,0.021875,0.1365,0.091166,2.480292,0.456208,3.027666,161786
star_leaf,1024,3,1,16,0,2,3,2,1024,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.044333,0.08275,0.019084,0.146167,0.071042,2.967791,0.593,3.631833,161786
star_leaf,1024,3,2,16,0,2,3,2,1024,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.057291,0.084292,0.024292,0.165875,0.125833,2.760125,0.5545,3.440458,161786
star_leaf,1024,3,3,16,0,2,3,2,1024,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.051666,0.08875,0.018917,0.159333,0.072792,2.780041,0.607834,3.460667,161786
star_leaf,1024,3,4,16,0,2,3,2,1024,0.0,2.220446049250313e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.045542,0.073958,0.020792,0.140292,0.095583,2.956333,0.5215,3.573416,161786
star_hub,1024,3,0,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.058875,0.094083,2.873625,3.026583,0.088,2.564667,0.544541,3.197208,161786
star_hub,1024,3,1,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.054167,0.103958,2.609833,2.767958,0.075875,2.8455,0.557458,3.478833,161786
star_hub,1024,3,2,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.047875,0.073875,2.718542,2.840292,0.1195,2.872083,0.51025,3.501833,161786
star_hub,1024,3,3,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.058375,0.094709,2.646458,2.799542,0.070541,2.802875,0.523042,3.396458,161786
star_hub,1024,3,4,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.046333,0.072,2.839208,2.957541,0.104834,2.867333,0.593875,3.566042,161786
ring_control,1024,4,0,16,0,2,4,3,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.054,0.09375,0.02275,0.1705,0.078208,2.814625,0.487417,3.38025,161796
ring_control,1024,4,1,16,0,2,4,3,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.045083,0.069334,0.022708,0.137125,0.10925,2.670084,0.508291,3.287625,161796
ring_control,1024,4,2,16,0,2,4,3,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.049167,0.086708,0.023667,0.159542,0.071375,2.843417,0.559792,3.474584,161796
ring_control,1024,4,3,16,0,2,4,3,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.053458,0.094833,0.035125,0.183416,0.131709,2.923833,0.558167,3.613709,161796
ring_control,1024,4,4,16,0,2,4,3,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.046417,0.08125,0.021417,0.149084,0.067542,2.661,0.512125,3.240667,161796
ring_enemy,1024,4,0,16,512,513,1026,514,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.061792,0.101792,3.397875,3.561459,0.108667,2.680333,0.529958,3.318958,161796
ring_enemy,1024,4,1,16,512,513,1026,514,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.062,0.090125,3.067667,3.219792,0.127292,3.128791,0.56025,3.816333,161796
ring_enemy,1024,4,2,16,512,513,1026,514,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.056791,0.0895,3.170917,3.317208,0.093708,2.852875,0.543625,3.490208,161796
ring_enemy,1024,4,3,16,512,513,1026,514,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.054334,0.071208,3.36975,3.495292,0.108667,2.705125,0.507208,3.321,161796
ring_enemy,1024,4,4,16,512,513,1026,514,1025,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.055291,0.087375,3.2265,3.369166,0.079292,2.8725,0.513791,3.465583,161796
star_leaf,1024,4,0,16,0,2,3,2,1024,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.042417,0.073542,0.018041,0.134,0.075416,2.711834,0.566458,3.353708,161786
star_leaf,1024,4,1,16,0,2,3,2,1024,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.05825,0.095375,0.032792,0.186417,0.129667,2.843416,0.56,3.533083,161786
star_leaf,1024,4,2,16,0,2,3,2,1024,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.046459,0.089375,0.019208,0.155042,0.071666,2.630375,0.479125,3.181166,161786
star_leaf,1024,4,3,16,0,2,3,2,1024,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.054291,0.084334,0.020375,0.159,0.09025,2.829875,0.579834,3.499959,161786
star_leaf,1024,4,4,16,0,2,3,2,1024,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.05975,0.1075,0.027541,0.194791,0.067584,2.739125,0.530083,3.336792,161786
star_hub,1024,4,0,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.050209,0.073958,2.812,2.936167,0.080584,2.733833,0.508125,3.322542,161786
star_hub,1024,4,1,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.059917,0.096291,2.879417,3.035625,0.108542,2.654125,0.55725,3.319917,161786
star_hub,1024,4,2,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.061542,0.112375,2.705875,2.879792,0.087125,2.771417,0.559666,3.418208,161786
star_hub,1024,4,3,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.049333,0.073375,2.7155,2.838208,0.110208,2.915792,0.522958,3.548958,161786
star_hub,1024,4,4,16,0,2,1025,1024,1024,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.042625,0.075708,2.670625,2.788958,0.089417,3.005667,0.534375,3.629459,161786
ring_control,2048,0,0,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.07925,0.116625,0.028625,0.2245,0.078667,13.485375,1.130042,14.694084,323588
ring_control,2048,0,1,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.084541,0.0995,0.02925,0.213291,0.113375,13.968792,1.340625,15.422792,323588
ring_control,2048,0,2,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.090084,0.099833,0.024375,0.214292,0.079083,13.983583,1.180834,15.2435,323588
ring_control,2048,0,3,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.069125,0.090417,0.02675,0.186292,0.154709,13.473416,1.205584,14.833709,323588
ring_control,2048,0,4,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.072416,0.110375,0.025584,0.208375,0.08075,13.855209,1.223333,15.159292,323588
ring_enemy,2048,0,0,16,1024,1025,2050,1026,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.6653345369377348e-16,True,0.096542,0.107292,6.550333,6.754167,0.118083,14.075708,1.185584,15.379375,323588
ring_enemy,2048,0,1,16,1024,1025,2050,1026,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.6653345369377348e-16,True,0.090666,0.090584,6.320833,6.502083,0.148333,15.171875,1.296167,16.616375,323588
ring_enemy,2048,0,2,16,1024,1025,2050,1026,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.6653345369377348e-16,True,0.081875,0.096834,6.391583,6.570292,0.085958,13.966334,1.133125,15.185417,323588
ring_enemy,2048,0,3,16,1024,1025,2050,1026,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.6653345369377348e-16,True,0.089875,0.111166,6.63975,6.840791,0.144167,14.201041,1.212542,15.55775,323588
ring_enemy,2048,0,4,16,1024,1025,2050,1026,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.6653345369377348e-16,True,0.088417,0.107333,6.557875,6.753625,0.151375,13.80625,1.215416,15.173041,323588
star_leaf,2048,0,0,16,0,2,3,2,2048,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.088209,0.124625,0.02675,0.239584,0.087,14.583042,1.183416,15.853458,323578
star_leaf,2048,0,1,16,0,2,3,2,2048,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.077625,0.095708,0.022875,0.196208,0.132917,15.864667,1.235041,17.232625,323578
star_leaf,2048,0,2,16,0,2,3,2,2048,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.068125,0.100208,0.020334,0.188667,0.078959,13.577375,1.201708,14.858042,323578
star_leaf,2048,0,3,16,0,2,3,2,2048,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.072625,0.100875,0.026666,0.200166,0.140958,14.608625,1.156417,15.906,323578
star_leaf,2048,0,4,16,0,2,3,2,2048,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.069167,0.096167,0.02075,0.186084,0.084791,14.588917,1.113583,15.787291,323578
star_hub,2048,0,0,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.067583,0.094167,5.50975,5.6715,0.102959,13.519458,1.241125,14.863542,323578
star_hub,2048,0,1,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.088458,0.103083,5.703959,5.8955,0.156084,14.015208,1.170042,15.341334,323578
star_hub,2048,0,2,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.076,0.111042,5.581083,5.768125,0.101417,13.6665,1.199667,14.967584,323578
star_hub,2048,0,3,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.069667,0.088958,5.459167,5.617792,0.12225,14.564541,1.116042,15.802833,323578
star_hub,2048,0,4,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.091042,0.120625,5.547041,5.758708,0.098625,14.076333,1.102042,15.277,323578
ring_control,2048,1,0,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.075292,0.107917,0.034291,0.2175,0.114292,13.40425,1.215375,14.733917,323588
ring_control,2048,1,1,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.074459,0.1195,0.024166,0.218125,0.077125,14.593292,1.178875,15.849292,323588
ring_control,2048,1,2,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.0705,0.087292,0.02625,0.184042,0.143625,13.905958,1.153375,15.202958,323588
ring_control,2048,1,3,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.071417,0.101583,0.023542,0.196542,0.076792,13.796458,1.344958,15.218208,323588
ring_control,2048,1,4,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.071583,0.086875,0.028958,0.187416,0.1395,14.309542,1.11675,15.565792,323588
ring_enemy,2048,1,0,16,1024,1025,2050,1026,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.08475,0.083417,6.759917,6.928084,0.105583,14.801959,1.14225,16.049792,323588
ring_enemy,2048,1,1,16,1024,1025,2050,1026,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.089958,0.112834,6.248958,6.45175,0.091,13.687416,1.272542,15.050958,323588
ring_enemy,2048,1,2,16,1024,1025,2050,1026,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.08725,0.088542,6.625083,6.800875,0.146042,14.922458,1.193209,16.261709,323588
ring_enemy,2048,1,3,16,1024,1025,2050,1026,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.089875,0.099209,6.557416,6.7465,0.105,14.692708,1.236417,16.034125,323588
ring_enemy,2048,1,4,16,1024,1025,2050,1026,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.1185,0.125125,6.588584,6.832209,0.142458,14.128375,1.259917,15.53075,323588
star_leaf,2048,1,0,16,0,2,3,2,2048,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.070375,0.08125,0.0225,0.174125,0.109542,14.293792,1.059208,15.462542,323578
star_leaf,2048,1,1,16,0,2,3,2,2048,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.076916,0.120292,0.023333,0.220541,0.083334,14.612958,1.252125,15.948417,323578
star_leaf,2048,1,2,16,0,2,3,2,2048,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.083208,0.104042,0.027041,0.214291,0.141458,13.712208,1.2335,15.087166,323578
star_leaf,2048,1,3,16,0,2,3,2,2048,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.083792,0.102291,0.020584,0.206667,0.080416,14.763834,1.301208,16.145458,323578
star_leaf,2048,1,4,16,0,2,3,2,2048,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.076125,0.103708,0.023833,0.203666,0.12425,14.47625,1.128833,15.729333,323578
star_hub,2048,1,0,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.071333,0.088417,5.693875,5.853625,0.112833,14.059084,1.148958,15.320875,323578
star_hub,2048,1,1,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.073208,0.104584,5.612791,5.790583,0.115166,13.675709,1.230458,15.021333,323578
star_hub,2048,1,2,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.075083,0.098375,5.535209,5.708667,0.133208,14.220375,1.245292,15.598875,323578
star_hub,2048,1,3,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.070792,0.103583,5.707,5.881375,0.096667,13.845083,1.088292,15.030042,323578
star_hub,2048,1,4,16,0,2,2049,2048,2048,0.0,0.0,0.0,3.552713678800501e-15,2.220446049250313e-16,True,0.069208,0.091125,5.619209,5.779542,0.136125,14.240792,1.106541,15.483458,323578
ring_control,2048,2,0,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.070125,0.090333,0.025792,0.18625,0.077833,14.420625,1.139917,15.638375,323588
ring_control,2048,2,1,16,0,2,4,3,2049,0.0,1.1102230246251565e-16,0.0,3.552713678800501e-15,1.1102230246251565e-16,True,0.074625,0.111458,0.042459,0.228542,0.122166,14.032625,1.271625,15.426416,323588
