seed,n_init,n_final,steps,mean_ms,median_ms,p90_ms,max_ms,batch_s,ratio,peak_rss_gb
0,135474,136474,1000,28.89004706099999,12.797916500005613,73.90254579999865,255.37741700000538,47.38556320800001,1640.2037389536817,24.0233154296875
1,135474,136474,1000,36.22323219199974,13.65735449999761,110.27929520000441,340.7572499999958,46.917581584000004,1295.2345427187533,19.852264404296875
2,135474,136474,1000,31.120910802999873,13.10512499999561,84.74977890000875,1386.3317500000107,46.327027875,1488.614140127748,24.407882690429688
